"date","sitename","county","aqi","status","so2","co","o3","pm10","pm2.5","no2","nox","no","windspeed","winddirec","after_reform"
2023-04-15,"Guanyin","Taoyuan City",37,"Good",0.6,0.15,36.2,47,17,4.1,5.5,1.4,6.6,76,TRUE
2023-04-15,"Guting","Taipei City",32,"Good",0.9,0.29,36.5,15,9,11.7,14.1,2.4,1.1,81,TRUE
2023-04-15,"Sanyi","Miaoli County",66,"Moderate",1.3,0.21,38.5,35,19,6.2,7.9,1.6,0.7,58,TRUE
2023-04-15,"Xinzhuang","New Taipei City",136,"Unhealthy for Sensitive Groups",1.2,0.62,47.7,52,33,24.2,24.9,0.7,0.2,155,TRUE
2023-04-15,"Dayuan","Taoyuan City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2023-04-15,"Yangming","Taipei City",39,"Good",1.1,0.16,44.4,14,5,1.2,1.4,0.1,2.9,80,TRUE
2023-04-15,"Shanhua","Tainan City",45,"Good",1.7,0.24,34.7,41,15,9,12.1,3,2.7,7,TRUE
2023-04-15,"Xinzhuang","New Taipei City",53,"Moderate",0.2,0.16,15.3,35,13,5.2,6.5,1.3,4.3,56,TRUE
2023-04-15,"Guanyin","Taoyuan City",51,"Moderate",0.1,0.19,33.4,29,13,5.3,6.1,0.8,NA,NA,TRUE
2023-04-15,"Qiaotou","Kaohsiung City",39,"Good",1.1,0.24,24.1,23,10,7.2,7.8,0.5,1.7,231,TRUE
2023-04-15,"Taoyuan","Taoyuan City",35,"Good",0.5,0.2,37.6,16,8,5.6,5.8,0.1,0.5,119,TRUE
2023-04-15,"Zhongli","Taoyuan City",39,"Good",0.9,0.38,42.1,32,12,7.1,9.5,2.4,0.7,308,TRUE
2023-04-15,"Zhongli","Taoyuan City",38,"Good",1.6,1.98,1.4,25,13,23.5,75.2,51.7,0.4,225,TRUE
2023-04-15,"Taoyuan (Sanmin)","Taoyuan City",35,"Good",0.6,0.25,49.7,32,6,9.7,16.4,6.7,1.2,62,TRUE
2023-04-15,"Yangming","Taipei City",50,"Good",1.3,0.23,50.8,52,14,2.1,2.9,0.8,3.6,330,TRUE
2023-04-15,"Songshan","Taipei City",27,"Good",1.1,0.21,40.5,16,8,9.3,9.9,0.6,3.2,47,TRUE
2023-04-15,"Mailiao","Yunlin County",44,"Good",0.8,NA,41,23,9,2.4,3.5,1.1,2.5,6,TRUE
2023-04-15,"Zhushan","Nantou County",67,"Moderate",1.3,0.24,63.8,41,29,4.6,5.3,0.6,1.4,283,TRUE
2023-04-15,"Fuxing","Kaohsiung City",85,"Moderate",3.3,0.5,48.5,51,24,18.8,21.2,2.4,1.1,255,TRUE
2023-04-15,"Chiayi","Chiayi City",63,"Moderate",1.5,0.26,51.9,26,22,4.9,5.6,0.6,1.9,281,TRUE
2023-04-15,"New Taipei (Shulin)","New Taipei City",40,"Good",1.2,0.47,40.1,34,20,24.7,29.2,4.5,0.3,304,TRUE
2023-04-15,"Guanyin","Taoyuan City",40,"Good",0.9,0.14,47.6,31,12,3,4.2,1.1,5.5,59,TRUE
2023-04-15,"Toufen","Miaoli County",61,"Moderate",1.5,0.27,56.1,32,13,8.9,11.4,2.4,1.5,72,TRUE
2023-04-15,"Hengchun","Pingtung County",47,"Good",0.8,0.12,49.7,14,5,0.7,1.4,0.7,3.9,42,TRUE
2023-04-15,"Tamsui","New Taipei City",42,"Good",1.6,0.15,47.3,18,6,1.9,2.2,0.3,1.9,150,TRUE
2023-04-15,"Meinong","Kaohsiung City",35,"Good",0.6,0.16,22,20,9,4.3,4.7,0.4,1,57,TRUE
2023-04-15,"Changhua","Changhua County",30,"Good",1.7,0.19,14.8,16,12,4.9,5.2,0.3,0.8,170,TRUE
2023-04-15,"Zhongli","Taoyuan City",25,"Good",1.4,0.51,7.7,13,6,11.2,19.6,8.3,1.1,175,TRUE
2023-04-15,"Douliu","Yunlin County",89,"Moderate",1.5,0.36,38,55,26,11.7,12.2,0.5,1.3,326,TRUE
2023-04-15,"Hengchun","Pingtung County",31,"Good",0.8,0.15,34.7,14,7,0.6,1,0.4,3,32,TRUE
2023-04-15,"Wanli","New Taipei City",106,"Unhealthy for Sensitive Groups",0.5,0.19,60.1,103,27,4.1,5.1,1,1.2,98,TRUE
2023-04-15,"Hualien","Hualien County",27,"Good",0.8,0.25,32.1,8,1,8.1,8.4,0.3,0.8,14,TRUE
2023-04-15,"Changhua (Yuanlin)","Changhua County",97,"Moderate",4.3,0.39,55.1,62,31,13.3,15,1.7,1.9,0,TRUE
2023-04-15,"Zhongli","Taoyuan City",47,"Good",NA,NA,25.1,52,21,NA,NA,NA,2.3,21,TRUE
2023-04-15,"Zuoying","Kaohsiung City",103,"Unhealthy for Sensitive Groups",1.4,0.45,21.7,82,47,18.5,19.2,0.7,2,5,TRUE
2023-04-15,"Shanhua","Tainan City",25,"Good",0.6,0.15,36.3,7,4,6.3,7.7,1.3,3.2,170,TRUE
2023-04-15,"New Taipei (Shulin)","New Taipei City",49,"Good",0.9,0.17,20.2,11,11,10.1,10.7,0.6,0,21,TRUE
2023-04-15,"Zhongming","Taichung City",52,"Moderate",1.5,0.34,28.8,21,15,13.1,13,0,1.4,347,TRUE
2023-04-15,"Zhongming","Taichung City",48,"Good",4,0.25,48.2,23,14,8.1,9.2,1.1,2.4,273,TRUE
2023-04-15,"Pingzhen","Taoyuan City",67,"Moderate",1.9,0.44,33.3,48,29,7.5,8.1,0.5,3.7,36,TRUE
2023-04-15,"Miaoli","Miaoli County",52,"Moderate",2.4,0.24,30.3,18,8,7.6,9.2,1.6,NA,NA,TRUE
2023-04-15,"Xinzhuang","New Taipei City",58,"Moderate",0.9,0.34,41.7,42,24,13.3,17.7,4.4,1.1,100,TRUE
2023-04-15,"Datong","Taipei City",67,"Moderate",1,1.21,7,36,23,38.4,69.4,30.9,NA,NA,TRUE
2023-04-15,"Xinying","Tainan City",19,"Good",0.6,0.2,21,7,1,3.7,5,1.2,0.3,122,TRUE
2023-04-15,"Guanshan","Taitung County",19,"Good",0.3,0.15,16.3,8,1,4.5,5.8,1.2,NA,NA,TRUE
2023-04-15,"Xindian","New Taipei City",51,"Moderate",1,0.16,52.1,25,8,4.2,5.1,0.9,1.5,82,TRUE
2023-04-15,"Dacheng","Changhua County",34,"Good",0.6,0.08,29.3,29,15,0.9,2.1,1.2,4.3,217,TRUE
2023-04-15,"Longtan","Taoyuan City",65,"Moderate",1.8,0.4,31.8,40,25,16.6,20.7,4.1,1.5,351,TRUE
2023-04-15,"Wanli","New Taipei City",44,"Good",1.5,0.17,48.5,29,11,4.4,5.4,1,0.5,22,TRUE
2023-04-15,"New Taipei (Shulin)","New Taipei City",23,"Good",0.5,0.31,11.3,21,7,10.2,14.7,4.5,0,195,TRUE
2023-04-15,"Xiaogang","Kaohsiung City",71,"Moderate",2.3,0.56,43.3,103,25,21.7,21.9,0.2,1.8,311,TRUE
2023-04-15,"Shanhua","Tainan City",62,"Moderate",NA,NA,18.2,52,23,NA,NA,NA,0.3,304,TRUE
2023-04-15,"Meinong","Kaohsiung City",59,"Moderate",0.4,0.28,43.6,37,21,4,4.6,0.5,1.5,301,TRUE
2023-04-15,"Fengshan","Kaohsiung City",24,"Good",1.7,0.4,33.7,22,7,11.3,14.8,3.4,1.3,261,TRUE
2023-04-15,"Zhongshan","Taipei City",55,"Moderate",0.8,0.52,22.8,40,16,24.6,30.1,5.4,2,94,TRUE
2023-04-15,"Dacheng","Changhua County",72,"Moderate",0.6,0.2,37.5,44,15,2.3,4,1.7,5,23,TRUE
2023-04-15,"Songshan","Taipei City",59,"Moderate",1.4,0.35,49.4,36,16,11.7,13.1,1.4,1.5,52,TRUE
2023-04-15,"Xiaogang","Kaohsiung City",42,"Good",17.9,0.18,7.2,35,7,22.3,25.5,3.2,1.5,159,TRUE
2023-04-15,"Nantou","Nantou County",43,"Good",1,0.16,27,21,11,3.7,5.7,2,1.8,149,TRUE
2023-04-15,"Songshan","Taipei City",23,"Good",0.1,0.33,14.9,3,6,10.1,11,0.9,NA,NA,TRUE
2023-04-15,"Wanhua","Taipei City",67,"Moderate",1.2,0.35,41.3,30,19,7.3,7.8,0.5,2.1,84,TRUE
2023-04-15,"Xinzhuang","New Taipei City",40,"Good",0.3,0.16,45.4,39,11,5.2,6.4,1.2,3.2,92,TRUE
2023-04-15,"Puzi","Chiayi County",80,"Moderate",1.7,0.43,22.4,47,34,13.6,14.3,0.6,0.3,47,TRUE
2023-04-15,"Zhongming","Taichung City",70,"Moderate",1.2,0.3,44.6,29,19,11.3,11.6,0.3,2,351,TRUE
2023-04-15,"Shilin","Taipei City",34,"Good",1.4,0.23,33.5,26,11,11.2,13.1,1.8,1.5,102,TRUE
2023-04-15,"Zhongli","Taoyuan City",37,"Good",1.4,0.24,42.9,24,9,7.6,8.9,1.2,1,323,TRUE
2023-04-15,"Hsinchu","Hsinchu City",71,"Moderate",0.6,0.33,21.2,51,22,12.2,13,0.8,1.3,61,TRUE
2023-04-15,"Tucheng","New Taipei City",41,"Good",0.9,0.49,16.1,22,13,22.1,23.2,1,0.6,140,TRUE
2023-04-15,"Tainan","Tainan City",63,"Moderate",0.8,0.24,50.4,33,6,3.6,4.3,0.7,1.5,245,TRUE
2023-04-15,"Lunbei","Yunlin County",41,"Good",1.7,0.2,33.6,22,11,5.1,5.6,0.5,1.9,17,TRUE
2023-04-15,"Fuxing","Kaohsiung City",80,"Moderate",1.8,0.43,70,48,21,11.1,12.4,1.2,0.8,273,TRUE
2023-04-15,"New Taipei (Shulin)","New Taipei City",12,"Good",0,0.09,7.2,3,4,4.3,4.9,0.6,0,50,TRUE
2023-04-15,"Daliao","Kaohsiung City",23,"Good",1.4,0.3,10.6,17,10,10.7,11.6,0.9,0.3,58,TRUE
2023-04-15,"Yonghe","New Taipei City",84,"Moderate",1,2.36,0.9,51,36,58.5,99.4,40.9,0.5,181,TRUE
2023-04-15,"Qiaotou","Kaohsiung City",114,"Unhealthy for Sensitive Groups",1.5,0.4,40,33,20,12.8,14.2,1.3,3.3,NA,TRUE
2023-04-15,"Xitun","Taichung City",42,"Good",2.9,0.23,68.7,32,20,7.5,8.8,1.3,1.9,211,TRUE
2023-04-15,"Dongshan","Yilan County",20,"Good",0.2,0.26,10.2,24,9,9.2,11.5,2.3,0.9,275,TRUE
2023-04-15,"Lunbei","Yunlin County",111,"Unhealthy for Sensitive Groups",0.7,0.34,12.3,91,47,8.6,9.1,0.4,0.2,155,TRUE
2023-04-15,"Changhua","Changhua County",28,"Good",1.3,0.32,27.7,24,10,17.4,19.4,2,2.4,351,TRUE
2023-04-15,"Fuxing","Kaohsiung City",42,"Good",1.3,0.23,57,30,10,10.2,12.4,2.2,0.9,270,TRUE
2023-04-15,"Hualien","Hualien County",26,"Good",0.3,0.19,15.2,23,8,NA,NA,NA,1.4,285,TRUE
2023-04-15,"Hukou","Hsinchu County",23,"Good",1.5,0.16,6.6,14,4,9,9.9,0.9,0.7,171,TRUE
2023-04-15,"Annan","Tainan City",39,"Good",1.4,0.23,67.7,39,21,4.3,5,0.6,4.1,322,TRUE
2023-04-15,"Xindian","New Taipei City",30,"Good",0.7,0.5,13.4,16,5,18.7,22.6,3.8,0.5,177,TRUE
2023-04-15,"Xizhi","New Taipei City",50,"Good",1.3,0.72,11.5,24,18,30.5,48.2,17.7,0.6,264,TRUE
2023-04-15,"Nantou","Nantou County",22,"Good",1.5,0.15,49,NA,6,4.8,6,1.1,3.3,215,TRUE
2023-04-15,"Pingtung (Liuqiu)","Pingtung County",61,"Moderate",2.5,0.18,38.1,37,19,3.8,4.6,0.8,0.8,120,TRUE
2023-04-15,"Shilin","Taipei City",80,"Moderate",1.3,0.53,44.2,50,23,23.6,24.5,0.9,0.7,277,TRUE
2023-04-15,"Matsu","Lienchiang County",37,"Good",1,0.19,52.6,18,9,3.5,4.2,0.7,2.3,312,TRUE
2023-04-15,"Xianxi","Changhua County",43,"Good",0.5,0.15,29.3,9,6,4.1,3.7,0,3,123,TRUE
2023-04-15,"Taoyuan (Sanmin)","Taoyuan City",78,"Moderate",2.6,0.72,44.3,52,27,26,39.6,13.5,0.2,250,TRUE
2023-04-15,"Mailiao","Yunlin County",95,"Moderate",2.7,0.25,51.2,85,26,NA,NA,NA,3.5,1,TRUE
2023-04-15,"Hsinchu","Hsinchu City",48,"Good",0.7,0.29,45.4,20,11,6.5,7.3,0.7,3.5,31,TRUE
2023-04-15,"Hukou","Hsinchu County",27,"Good",0.6,0.12,23.1,16,8,5,6.3,1.2,2.1,25,TRUE
2023-04-15,"Hualien","Hualien County",28,"Good",0.6,0.33,28.6,16,5,4.6,5.7,1,NA,NA,TRUE
2023-04-15,"Guanshan","Taitung County",34,"Good",0.4,0.25,38.5,33,12,3.9,5.2,1.2,2.4,359,TRUE
2023-04-15,"Hsinchu","Hsinchu City",48,"Good",1.1,0.39,34.8,28,11,16.5,16.7,0.1,1.7,50,TRUE
2023-04-15,"Fengyuan","Taichung City",46,"Good",1.4,0.34,7.6,21,15,12,13.2,1.2,0.8,107,TRUE
2023-04-15,"Douliu","Yunlin County",19,"Good",1.5,0.23,43.7,12,5,3.5,5.1,1.5,1.2,217,TRUE
2023-04-15,"Zhushan","Nantou County",20,"Good",0.3,0.07,32.3,12,1,0.9,1.3,0.4,3.1,223,TRUE
2023-04-15,"Qianzhen","Kaohsiung City",92,"Moderate",2.3,0.48,56.8,66,42,33.7,39,5.2,1.3,334,TRUE
2023-04-15,"Guanyin","Taoyuan City",49,"Good",1.1,0.17,35,39,12,6.9,8.1,1.1,7.3,44,TRUE
2023-04-15,"Changhua","Changhua County",70,"Moderate",0.4,0.28,17.8,39,16,8.1,10.9,2.8,2.9,10,TRUE
2023-04-15,"Yangming","Taipei City",23,"Good",0.6,0.1,18.5,14,5,1.2,2.1,0.8,1.6,170,TRUE
2023-04-15,"Wanhua","Taipei City",82,"Moderate",1.1,0.85,2.2,39,29,31.2,36.3,5.1,NA,NA,TRUE
2023-04-15,"Sanchong","New Taipei City",28,"Good",0.9,0.38,17,10,5,17.7,31.6,13.8,NA,NA,TRUE
2023-04-15,"Shanhua","Tainan City",71,"Moderate",0.9,0.23,5.4,28,18,13.4,14.7,1.2,0.2,165,TRUE
2023-04-15,"Nanzi","Kaohsiung City",84,"Moderate",2.1,0.44,51.2,76,39,12.9,13.1,0.1,1.6,41,TRUE
2023-04-15,"Douliu","Yunlin County",20,"Good",0.8,0.18,25.9,16,8,2.7,3.7,1,2,185,TRUE
2023-04-15,"Miaoli","Miaoli County",93,"Moderate",1.5,0.42,18.1,55,37,11.1,12.1,1,0.3,137,TRUE
2023-04-15,"Pingtung","Pingtung County",78,"Moderate",0.5,0.27,14.4,34,18,6.3,7.5,1.2,1.5,21,TRUE
2023-04-15,"New Taipei (Shulin)","New Taipei City",25,"Good",0.1,0.15,9.7,28,7,3.2,3.9,0.6,0.4,111,TRUE
2023-04-15,"Longtan","Taoyuan City",72,"Moderate",0.8,0.39,19.9,41,23,10.3,12.3,1.9,0.2,113,TRUE
2023-04-15,"Guanyin","Taoyuan City",16,"Good",2.5,0.11,7.5,7,1,9.2,10,0.8,5.3,95,TRUE
2023-04-15,"Pingtung","Pingtung County",87,"Moderate",0.6,0.35,10.5,53,30,13.3,14,0.6,1.2,14,TRUE
2023-04-15,"Mailiao","Yunlin County",59,"Moderate",3.7,0.58,10.7,58,27,18.3,20.5,2.2,1.3,29,TRUE
2023-04-15,"Keelung","Keelung City",35,"Good",2.1,0.3,26.7,24,15,10.8,14.1,3.3,0.5,322,TRUE
2023-04-15,"Cailiao","New Taipei City",64,"Moderate",1.6,0.65,16.2,51,26,35.4,37.5,2.1,0.5,187,TRUE
2023-04-15,"Xindian","New Taipei City",22,"Good",0.9,0.19,21.8,17,3,2.2,2.9,0.7,1.9,177,TRUE
2023-04-15,"Cailiao","New Taipei City",40,"Good",1.2,0.49,38.3,2,8,12.9,13.8,0.8,2.1,37,TRUE
2023-04-15,"Nanzi","Kaohsiung City",42,"Good",1.3,0.13,35,23,9,6.9,8.2,1.3,2.9,277,TRUE
2023-04-15,"Shanhua","Tainan City",30,"Good",2,0.22,51.8,11,11,4.9,6.8,1.8,3.2,343,TRUE
2023-04-15,"Datong","Taipei City",36,"Good",1,0.4,22.5,22,8,16.5,23.3,6.8,NA,NA,TRUE
2023-04-15,"Pingtung (Liuqiu)","Pingtung County",70,"Moderate",0.7,0.18,58.3,37,22,3,4.1,1.1,0.3,204,TRUE
2023-04-15,"Fengyuan","Taichung City",21,"Good",1.4,0.18,38.6,13,6,2.9,4.1,1.2,2.6,191,TRUE
2023-04-15,"Datong","Taipei City",54,"Moderate",1.4,0.79,23.2,37,21,30.8,44.9,14,NA,NA,TRUE
2023-04-15,"Zhudong","Hsinchu County",57,"Moderate",0.8,0.22,43.1,39,17,4.7,5.5,0.7,2.5,89,TRUE
2023-04-15,"Sanyi","Miaoli County",53,"Moderate",1,0.32,26.9,29,20,11,15.8,4.8,2.9,6,TRUE
2023-04-15,"Dacheng","Changhua County",25,"Good",1.2,0.11,18.7,14,6,4,4.1,0.1,0.6,273,TRUE
2023-04-15,"Xizhi","New Taipei City",30,"Good",0.6,0.22,25.4,10,10,14.2,15.7,1.5,1.2,37,TRUE
2023-04-15,"Tainan","Tainan City",57,"Moderate",0.9,0.28,43.3,24,11,4.2,5.2,0.9,0.9,276,TRUE
2023-04-15,"Kaohsiung (Hunei)","Kaohsiung City",58,"Moderate",0.7,0.25,44.5,29,11,6.3,7.1,0.8,1.1,295,TRUE
2023-04-15,"Yilan","Yilan County",26,"Good",1,0.07,15.3,22,8,3.3,4.2,0.8,2.5,359,TRUE
2023-04-15,"Dayuan","Taoyuan City",19,"Good",1.4,0.22,20.5,9,6,9.9,10.6,0.6,3,101,TRUE
2023-04-15,"Kinmen","Kinmen County",21,"Good",0.5,0.09,22.5,16,4,1.8,3.4,1.6,3.2,228,TRUE
2023-04-15,"Xindian","New Taipei City",31,"Good",0.7,0.26,14.2,18,9,2.7,2.9,0.2,1.9,187,TRUE
2023-04-15,"Xinying","Tainan City",73,"Moderate",2.1,0.3,61.9,45,8,6.4,8,1.6,2.3,12,TRUE
2023-04-15,"Qianjin","Kaohsiung City",52,"Moderate",0.3,0.2,11.6,21,10,7,9.7,2.6,3.6,344,TRUE
2023-04-15,"Xinying","Tainan City",42,"Good",0.9,0.22,17.3,18,4,4.9,7.8,2.9,1.6,228,TRUE
2023-04-15,"Pingzhen","Taoyuan City",6,"Good",0.7,0.11,8.9,4,2,3.5,4.6,1.1,3.8,84,TRUE
2023-04-15,"Magong","Penghu County",33,"Good",0.4,0.09,33.7,18,4,2.7,3.5,0.7,0.3,241,TRUE
2023-04-15,"Xianxi","Changhua County",41,"Good",2.8,0.36,49.2,43,8,6.2,7.9,1.7,7.6,31,TRUE
2023-04-15,"Taixi","Yunlin County",25,"Good",1.9,0.12,13.5,21,5,7.8,11.4,3.6,1.4,55,TRUE
2023-04-15,"Renwu","Kaohsiung City",23,"Good",1.4,0.24,10.5,11,5,14.2,16.6,2.4,2.4,203,TRUE
2023-04-15,"Guting","Taipei City",53,"Moderate",0.4,0.25,40.6,NA,15,10.3,12.8,2.4,1.8,81,TRUE
2023-04-15,"Zhongshan","Taipei City",34,"Good",0.4,0.22,8.4,21,8,7.8,9.1,1.2,0.9,252,TRUE
2023-04-15,"Hualien","Hualien County",17,"Good",0.8,0.16,5.6,19,5,1.9,2.5,0.6,1.3,224,TRUE
2023-04-15,"Fengshan","Kaohsiung City",104,"Unhealthy for Sensitive Groups",2.4,0.51,2.6,66,37,19.9,22.7,2.8,0.7,274,TRUE
2023-04-15,"Linkou","New Taipei City",33,"Good",0.7,0.18,35.9,2,1,5.3,6,0.7,3.5,82,TRUE
2023-04-15,"Tainan (Madou)","Tainan City",17,"Good",0.6,0.2,31.7,12,3,9.3,11.2,1.9,2.4,139,TRUE
2023-04-15,"Zhushan","Nantou County",66,"Moderate",1.6,0.33,68.1,62,34,7.5,8.2,0.7,1.7,288,TRUE
2023-04-15,"Matsu","Lienchiang County",49,"Good",0.7,0.2,48.2,12,12,4.5,4.7,0.2,2.4,330,TRUE
2023-04-15,"Magong","Penghu County",19,"Good",0.1,0.13,12.3,14,6,5.9,6.7,0.7,1.7,178,TRUE
2023-04-15,"Xianxi","Changhua County",82,"Moderate",2.4,0.44,1.9,29,13,21.8,25.2,3.4,2,35,TRUE
2023-04-15,"Xinzhuang","New Taipei City",35,"Good",0.6,0.33,40.8,16,10,14.7,16.2,1.4,1.3,62,TRUE
2023-04-15,"Xianxi","Changhua County",23,"Good",1.3,0.24,25.5,24,7,4.8,6.3,1.4,NA,NA,TRUE
2023-04-15,"Erlin","Changhua County",37,"Good",1.4,0.13,41.1,29,11,0.8,1.5,0.7,3.3,268,TRUE
2023-04-15,"Hengchun","Pingtung County",18,"Good",0.1,0.09,12.8,8,3,1.2,1.8,0.5,2.1,67,TRUE
2023-04-15,"Xizhi","New Taipei City",29,"Good",0.4,0.26,25.8,18,11,10.9,12.1,1.2,1.1,54,TRUE
2023-04-15,"Pingtung","Pingtung County",21,"Good",0.7,0.17,5.8,17,7,6.8,7.4,0.6,1.3,24,TRUE
2023-04-15,"Taixi","Yunlin County",29,"Good",1.2,0.09,21.1,20,2,3.6,4.8,1.2,3.2,9,TRUE
2023-04-15,"Zhudong","Hsinchu County",58,"Moderate",0.9,0.39,27.7,37,24,12.8,13.3,0.4,1.5,147,TRUE
2023-04-15,"Guting","Taipei City",20,"Good",0.5,0.29,5.3,22,4,7.7,11.8,4,1.3,135,TRUE
2023-04-15,"Pingzhen","Taoyuan City",27,"Good",0.7,0.3,50.3,23,8,11.3,13.2,1.8,4.1,60,TRUE
2023-04-15,"Renwu","Kaohsiung City",88,"Moderate",1.6,0.63,36.6,63,35,23.4,23.6,0.1,2,338,TRUE
2023-04-15,"Taitung","Taitung County",19,"Good",0.5,0.14,33.7,18,6,2.2,4.5,2.2,2.4,61,TRUE
2023-04-15,"Sanyi","Miaoli County",53,"Moderate",1.2,0.34,13.6,27,18,14.9,15.9,1,4.2,14,TRUE
2023-04-15,"Guting","Taipei City",27,"Good",0.9,0.26,27.4,NA,10,13.2,18.9,5.7,2.4,48,TRUE
2023-04-15,"Fengshan","Kaohsiung City",79,"Moderate",2.7,0.56,8.9,48,22,18.7,22.6,3.8,0.7,282,TRUE
2023-04-15,"Linyuan","Kaohsiung City",84,"Moderate",4.1,0.36,74.7,53,30,10.2,12.5,2.3,2.6,229,TRUE
2023-04-15,"Tucheng","New Taipei City",36,"Good",2.5,0.3,40.6,25,10,12.1,13.5,1.4,0.9,319,TRUE
2023-04-15,"Xizhi","New Taipei City",37,"Good",2.6,0.18,30.9,14,7,9.2,10.9,1.7,2.2,161,TRUE
2023-04-15,"Zhongshan","Taipei City",27,"Good",0.6,0.29,15.2,13,8,9.1,10.4,1.3,0.2,208,TRUE
2023-04-15,"Datong","Taipei City",50,"Good",0.5,0.26,26.1,28,10,8.4,13.8,5.3,NA,NA,TRUE
2023-04-15,"Meinong","Kaohsiung City",24,"Good",0,0.14,12.1,18,4,1.7,2.3,0.5,0.4,100,TRUE
2023-04-15,"Xinying","Tainan City",42,"Good",1.3,0.2,33.6,37,12,8.9,10.1,1.1,2.8,9,TRUE
2023-04-15,"Qianzhen","Kaohsiung City",56,"Moderate",1.5,0.54,20.3,43,22,24.2,24.7,0.5,0.6,326,TRUE
2023-04-15,"Qianzhen","Kaohsiung City",62,"Moderate",2.3,0.97,8.2,51,23,25.6,41.4,15.7,NA,NA,TRUE
2023-04-15,"Pingzhen","Taoyuan City",39,"Good",0.8,0.25,39.5,24,10,9.8,10.6,0.8,3,74,TRUE
2023-04-15,"Fugui Cape","New Taipei City",60,"Moderate",0.4,0.22,52.9,45,20,1.8,1.7,0,7.2,65,TRUE
2023-04-15,"Pingzhen","Taoyuan City",48,"Good",1,0.3,36.7,37,11,12.8,14.7,1.9,4,57,TRUE
2023-04-15,"Xindian","New Taipei City",22,"Good",0.9,0.29,28.5,21,7,13.4,19.2,5.8,1.5,102,TRUE
2023-04-15,"Puli","Nantou County",37,"Good",1.4,0.28,8.1,7,11,1.7,3.1,1.3,0.7,19,TRUE
2023-04-15,"Xinying","Tainan City",56,"Moderate",1.1,0.3,31.6,38,13,11.5,12.3,0.7,2.1,15,TRUE
2023-04-15,"Zuoying","Kaohsiung City",69,"Moderate",1.7,0.22,58.5,67,27,7.7,8.9,1.2,2.9,290,TRUE
2023-04-15,"Annan","Tainan City",67,"Moderate",1.3,0.21,71.3,62,19,4,5,0.9,3.2,321,TRUE
2023-04-15,"Mailiao","Yunlin County",23,"Good",1.5,0.22,7.9,22,10,6.3,10.5,4.1,2.8,183,TRUE
2023-04-15,"Changhua","Changhua County",41,"Good",0.9,0.16,15.4,46,17,11.6,16.7,5.1,0.8,175,TRUE
2023-04-15,"Puli","Nantou County",19,"Good",1.1,0.15,45.9,15,3,1.8,2.4,0.5,3.5,286,TRUE
2023-04-15,"Xizhi","New Taipei City",51,"Moderate",0.4,0.31,35.1,19,13,9.1,9.8,0.6,1.4,29,TRUE
2023-04-15,"Nanzi","Kaohsiung City",28,"Good",0.9,0.13,20.8,6,7,6.5,7,0.4,2.1,102,TRUE
2023-04-15,"Songshan","Taipei City",19,"Good",0.3,0.15,13.1,16,8,5.2,5.7,0.5,0.3,241,TRUE
2023-04-15,"New Taipei (Shulin)","New Taipei City",41,"Good",0.8,0.19,17.4,24,7,11.1,12.4,1.3,0.3,48,TRUE
2023-04-15,"Hualien","Hualien County",43,"Good",1.1,0.32,41.7,14,3,7.6,7.7,0.1,1.3,346,TRUE
2023-04-15,"Hukou","Hsinchu County",61,"Moderate",0.8,0.22,46.6,56,21,9.3,10,0.7,3.4,38,TRUE
2023-04-15,"Xindian","New Taipei City",77,"Moderate",0.5,0.3,59.1,30,18,3.5,4,0.5,1.9,140,TRUE
2023-04-15,"New Taipei (Shulin)","New Taipei City",40,"Good",0.4,0.21,27.9,14,10,4.7,5.2,0.4,NA,NA,TRUE
2023-04-15,"Hsinchu","Hsinchu City",20,"Good",0,0.17,24.8,13,3,3.7,4.4,0.7,6.3,44,TRUE
2023-04-15,"Daliao","Kaohsiung City",35,"Good",1.1,0.2,47.9,37,12,10.5,12.5,2,2.2,313,TRUE
2023-04-15,"Wanhua","Taipei City",49,"Good",0.3,0.39,37.9,35,25,15.8,18.3,2.4,1.9,309,TRUE
2023-04-15,"Hsinchu","Hsinchu City",72,"Moderate",0.6,0.33,26.4,51,22,10.5,11.1,0.6,0.3,40,TRUE
2023-04-15,"Hsinchu","Hsinchu City",87,"Moderate",0.9,0.28,70.7,32,13,5.9,6.3,0.4,4.3,46,TRUE
2023-04-15,"Zuoying","Kaohsiung City",15,"Good",NA,0.08,NA,11,5,NA,NA,NA,3.8,281,TRUE
2023-04-15,"Changhua (Yuanlin)","Changhua County",123,"Unhealthy for Sensitive Groups",2.6,0.5,61.8,79,51,12.4,14.7,2.3,0.4,318,TRUE
2023-04-15,"Dayuan","Taoyuan City",43,"Good",1.9,0.22,35.9,37,20,14.9,17.2,2.3,2.9,50,TRUE
2023-04-15,"Pingtung","Pingtung County",85,"Moderate",1.7,0.49,14.2,65,42,9.3,10,0.6,0.9,315,TRUE
2023-04-15,"Changhua","Changhua County",48,"Good",1,0.51,21.1,27,13,22.6,27.7,5.1,NA,NA,TRUE
2023-04-15,"Daliao","Kaohsiung City",53,"Moderate",1.9,0.37,25.4,43,13,19.8,22.1,2.2,0.2,241,TRUE
2023-04-15,"Shalu","Taichung City",27,"Good",0.5,0.12,27.4,19,8,1.8,2.5,0.7,2.3,5,TRUE
